HOME_PURCHASE_STATUS,DEVICE_TYPE,USER_VISIT_TYPE,YEAR_BUILT,Q2B_DENSITY,RESIDENCE_TYPE,CONSTRUCTION_TYPE,REPLACEMENT_AMOUNT_NUMBER,SQUARE_FOOTAGE,Type,TOTAL_RPA,TOTAL_RPU,TOTAL_REVENUE,UNIQUE_PURCHASE_CLICKS,UNIQUE_BRIDGE_CLICKS,IS_SITE_APPLICANT,IS_SITE_CUSTOMER
Own,Mobile,Returning,1975,0.4351786727076611,Single Family,Brick,415552.62520255754,2470.0710558718465,link click,377.8013462825514,453.82608729582273,421.35613176767083,5,5,Yes,Yes
Other,Desktop,Returning,1978,0.3710500893951644,Apartment,Masonry,363674.4068476127,2803.5370714727983,link click,849.8987276530264,953.0863562432452,457.9601777000983,1,2,Yes,Yes
Own,Mobile,New,2018,0.25270211410478893,Single Family,Masonry,265433.6335985621,2316.716858747276,link click,49.36739973309283,180.9653714873298,192.52207964766055,0,0,Yes,No
Own,Desktop,New,1984,0.17842535432063772,Single Family,Masonry,292031.53559723124,1933.8416539626128,link click,25.87126394688397,108.26312893245108,200.26751450812623,2,1,Yes,No
Rent,Mobile,New,2013,0.41284931741966335,Condo,Frame,170939.15681777563,1431.5470766580754,link click,22.070880535013643,43.64007939585162,90.60125314200904,0,0,No,No
Rent,Desktop,New,1994,0.7687930272046539,Apartment,Frame,257833.95337283667,1933.3472118903132,link click,68.91008130199269,72.07964606295519,51.96770677850244,1,2,No,No
Own,Desktop,Returning,1980,0.7393744214111848,Condo,Masonry,362391.337610411,2239.933603775911,link click,309.6390910374756,329.3668669951876,697.3575912636342,0,5,No,Yes
Own,Mobile,Returning,1961,0.08489752043901494,Townhome,Brick,265881.42902135866,1776.9537351459887,link click,155.38661468124545,115.76696588796203,130.26727777341975,0,0,No,No
Own,Mobile,Returning,1993,0.49292326800006625,Townhome,Brick,233304.10387855378,1217.69294788903,link click,79.81924706005572,38.580869239086276,132.37216603408922,1,1,No,No
Rent,Mobile,New,1996,0.5486782100227677,Single Family,Frame,380726.7614810961,2642.7978634472765,link click,83.62221745608468,358.41830154000877,957.9076785534219,3,3,Yes,Yes
Rent,Mobile,New,1955,0.5798542696306239,Single Family,Brick,355907.98983132304,2714.8560663859007,link click,65.5890308049626,172.0037750540063,160.36791951597766,1,4,Yes,No
Own,Mobile,Returning,2002,0.33223207987432046,Single Family,Frame,314663.18411448225,1696.714492603482,link click,556.9955787093432,313.40239159196346,218.2376300947557,2,3,No,Yes
Rent,Desktop,New,2002,0.5698817737545271,Single Family,Masonry,350979.57131976256,2302.1358706018013,link click,127.59758678159209,122.97910940388967,176.32471518704958,0,1,No,No
Own,Mobile,New,2022,0.6376656827841946,Single Family,Frame,260724.6267959152,1832.222808285243,link click,60.267553024532724,15.772457867522599,316.80704063108396,0,4,No,Yes
Rent,Mobile,New,1951,0.9349002317656859,Condo,Brick,364033.436099964,2392.370736772295,link click,487.69827775422164,125.4766561161499,92.26226369233534,0,3,Yes,Yes
Rent,Mobile,Returning,2006,0.4884918877959985,Apartment,Frame,401749.698411824,3452.3834546275057,link click,134.4479120664291,60.71772499233469,68.42108134673266,3,3,No,No
Rent,Mobile,New,1964,0.5976803668428788,Single Family,Frame,330942.4010230366,1749.1291641591947,link click,97.62795982933997,35.68876359818775,25.25886829793131,1,1,No,Yes
Rent,Desktop,Returning,1973,0.28926828689354245,Condo,Frame,286632.32231092924,2035.0712462052206,link click,339.8241974058089,60.90185454245729,70.85685055681358,1,2,Yes,No
Own,Mobile,New,1987,0.6726667223869375,Single Family,Frame,388595.28535762656,2918.5656887286377,link click,146.5865975742541,66.81442149149142,604.9688921659247,5,2,No,No
Own,Desktop,Returning,1975,0.6682171884558165,Apartment,Frame,290826.9032456687,2229.9043526439527,link click,83.31524604513288,1007.7453701789411,197.38069595461042,1,1,Yes,No
Own,Desktop,Returning,2016,0.5057745643884045,Condo,Frame,261151.35385988306,1966.6898243918029,link click,37.46165091619477,274.06467295521503,187.98220268967614,0,0,No,No
Own,Mobile,New,1998,0.4594416283709759,Single Family,Mixed,382028.2848993848,2598.5316895995597,link click,170.75590114482122,57.37930385386061,84.08202916517519,0,3,Yes,No
Rent,Mobile,New,2000,0.6528565073729469,Single Family,Masonry,193013.17318844376,1523.4197918107589,link click,26.98379810163368,100.11409947926953,43.67040141358958,1,2,No,No
Own,Desktop,New,1992,0.2220429839598101,Single Family,Masonry,381708.5823381563,2712.759733677716,link click,536.4800567096235,116.9408185563171,312.450183265044,1,7,No,Yes
Rent,Desktop,New,1945,0.6889727790315667,Condo,Brick,379884.4413454194,2262.276046429768,link click,381.70167785386343,43.67986267424096,696.5634615003836,1,1,No,No
Rent,Mobile,Returning,1992,0.584506506746131,Condo,Frame,347023.5398699679,2316.13544596553,link click,82.45312619231642,552.3213294911536,44.31632224868441,2,2,Yes,No
Rent,Desktop,New,2017,0.5193301736132164,Townhome,Frame,331170.99557860894,2189.426918581715,link click,209.81477879603952,33.62182982580525,139.75019851814827,0,3,No,No
Rent,Mobile,Returning,1956,0.6091295525127186,Single Family,Frame,278517.31058255525,1984.995072795822,link click,32.84386471503056,100.60971404160652,189.34825134630145,1,2,No,No
Own,Desktop,Returning,2021,0.4819007502080894,Townhome,Brick,272816.31188271544,2291.7209908200152,link click,38.99459500877447,66.6689005308033,346.5768475705085,1,5,No,Yes
Own,Mobile,Returning,1965,0.5323721084300908,Condo,Masonry,335402.5381714822,2261.8500278978586,link click,73.44586055694204,102.91698151046765,386.65162845700326,0,7,Yes,No
Other,Desktop,New,2012,0.2477345546489102,Single Family,Frame,345063.83136423555,2453.317788130748,link click,118.3049493426621,86.22289763760445,168.15844055779132,1,1,Yes,No
Other,Mobile,New,1946,0.3276282052458056,Townhome,Brick,361261.20506733697,2698.005650867896,link click,63.321752686611504,455.7104071838744,163.6287246720582,0,4,Yes,Yes
Own,Mobile,Returning,1982,0.6852139022126578,Single Family,Mixed,443230.78595811303,2513.19507765815,link click,278.4936919349323,122.06615493313669,639.5627179793062,3,7,Yes,Yes
Rent,Mobile,New,1958,0.38954120525188557,Condo,Frame,406116.95580754336,2611.2415498095424,link click,44.307514746860626,222.6488214721394,133.76353700001346,0,1,No,Yes
Rent,Mobile,Returning,1964,0.2706177640007223,Apartment,Brick,406198.0242928144,3073.6936779204775,link click,101.31534385261328,50.159191413943084,130.2837741660787,4,1,Yes,No
Own,Mobile,Returning,1997,0.5367211546229478,Single Family,Brick,318620.99544867943,2298.4490276707593,link click,316.51927045779934,505.9404288602201,464.6721539585493,5,3,Yes,No
Own,Mobile,Returning,1956,0.47422709832181154,Condo,Frame,378509.3786722634,2628.8179434355584,link click,732.92046103651,403.167113077929,462.2495200801392,3,8,Yes,No
Own,Mobile,New,1995,0.4575814311057495,Condo,Frame,215706.9905287429,2207.9674703093624,link click,26.739675030401052,134.29513285431455,130.23645383688287,2,0,Yes,No
Rent,Desktop,New,1966,0.5107677239555133,Single Family,Mixed,243629.0627619672,1702.203149520384,link click,38.750942742998596,159.98840241052372,63.53859048259826,0,0,No,Yes
Own,Mobile,Returning,2021,0.629737709265362,Apartment,Mixed,320720.30513425404,1474.1358021205665,link click,41.61036510695328,241.53650580916516,158.82435137082035,1,3,Yes,Yes
Own,Desktop,Returning,1953,0.6305124712716463,Condo,Frame,316872.8920977206,2028.500154987919,link click,349.166408908298,132.12987973349917,124.39442403478118,3,2,Yes,Yes
Rent,Desktop,Returning,2007,0.354191392887384,Apartment,Mixed,266650.20172655757,2184.7755753278157,link click,111.3628563957407,88.90316496638783,70.68725185944564,0,3,Yes,No
Own,Mobile,New,1950,0.6916862714295555,Single Family,Frame,392275.6731585997,2903.50346969935,link click,163.01416556641095,1022.1804066471533,162.35254792185097,2,1,Yes,No
Own,Mobile,Returning,2005,0.6302033986810736,Single Family,Frame,283482.529320766,1616.0048259690313,link click,142.9265960288213,100.73046651887825,121.22278806855813,1,2,Yes,Yes
Own,Mobile,New,1983,0.6241272196734143,Single Family,Brick,437842.8158897392,3047.9854832542037,link click,117.56007484857383,620.6891408322474,384.4893282340766,1,4,No,No
Own,Desktop,Returning,1995,0.4171008106921144,Single Family,Frame,364411.0332749271,2607.790375121369,link click,71.96499254552518,75.80321438360399,247.3938606755186,2,3,No,No
Own,Mobile,New,1952,0.6747308787856162,Townhome,Frame,405789.4042167148,3087.0462401330005,link click,277.10596311046794,140.82455107934447,556.6082361655178,2,0,Yes,No
Own,Mobile,New,1958,0.6545045124408565,Condo,Brick,200389.24922646434,1770.7412793590927,link click,21.8185963994521,50.86889115556062,97.84458647306244,1,2,Yes,Yes
Own,Mobile,New,2009,0.7390998453957194,Townhome,Brick,275638.1879329198,1271.1385548224332,link click,91.85128854924274,328.7466010538516,98.54483515254982,1,1,No,No
Own,Desktop,New,1990,0.4278514648632965,Single Family,Masonry,347489.5398882746,2502.1951712609825,link click,182.390821036092,344.5660522938271,300.05276461455355,2,1,No,No
Rent,Mobile,Returning,1963,0.4958653327500923,Condo,Brick,339167.0354942689,2477.6092640179554,link click,197.84512729560518,60.61647595954304,271.2815688326912,0,4,No,No
Rent,Mobile,New,1975,0.48554469662810107,Townhome,Frame,385319.4257373076,2409.954921455066,link click,99.50460859063267,133.01853557984222,1097.5529058233608,1,4,Yes,No
Rent,Mobile,Returning,1949,0.187289907399303,Single Family,Brick,401570.575364225,3171.162985052324,link click,296.126225940421,345.5826994151671,301.8026950280544,1,4,No,No
Rent,Mobile,New,2017,0.818485469978389,Single Family,Masonry,403989.10519170813,3158.548269122278,link click,26.010506574961305,203.227685720815,1591.3859555258355,0,1,No,No
Own,Desktop,Returning,1954,0.6843013022284623,Townhome,Frame,410770.4579253107,2247.487595168792,link click,95.84070229990829,232.12624815507797,327.0482607032894,1,5,Yes,Yes
Rent,Mobile,Returning,2013,0.5934973407375451,Condo,Masonry,403601.74869688065,2891.7931647026303,link click,40.67133565892202,59.46129810857654,522.0979881009292,0,4,Yes,No
Other,Mobile,New,1956,0.32639484279265885,Single Family,Brick,305967.7953026253,1782.1294937637203,link click,51.109949988678295,109.94183560572517,267.4594719239654,0,4,No,No
Own,Desktop,New,1969,0.5398867566664861,Apartment,Frame,366355.2384956804,2042.30767115067,link click,105.50811365499983,148.75329714049093,747.3530204986021,1,4,Yes,No
Rent,Mobile,New,1990,0.4840728341770101,Single Family,Mixed,306807.89838208456,1309.0728822532608,link click,143.98504367925423,101.25068048710258,140.02276289291225,1,2,Yes,No
Rent,Mobile,Returning,1960,0.44403614628320087,Single Family,Frame,355634.29699636635,2648.24691602469,link click,410.00194033796805,118.33252046268082,247.94984434728903,4,0,No,No
Rent,Mobile,Returning,2012,0.7007787820943964,Single Family,Brick,135161.96162393468,974.6132751006653,link click,205.1899301448943,167.55666814501086,154.48914307846022,1,1,No,No
Rent,Mobile,New,2022,0.5958717387589301,Townhome,Masonry,239902.79990155643,1429.358064427962,link click,42.42039896260285,64.40497658215192,45.18511908397661,0,0,No,No
Own,Mobile,Returning,1958,0.5212378475535778,Apartment,Frame,447860.70727145614,3052.360377271827,link click,121.84096331046312,205.96591560144103,206.85317035210923,3,7,Yes,Yes
Own,Desktop,Returning,2019,0.33830664190311843,Single Family,Brick,274696.68251279084,1598.9401481543368,link click,123.00072602640591,262.2052408196132,554.7940049987232,2,4,No,Yes
Rent,Desktop,Returning,1955,0.3961148563156485,Apartment,Brick,245860.41107584548,1505.5168964211825,link click,565.9857162899838,58.118649721706376,138.8099483471701,1,4,Yes,Yes
Own,Desktop,Returning,1969,0.6028983100685644,Condo,Frame,481116.1413082464,2850.0473787569786,link click,236.51286079661438,201.9317342339673,388.0903924759528,7,4,Yes,Yes
Rent,Desktop,Returning,2004,0.17464021610350255,Single Family,Frame,343800.17251676024,2260.3057680730653,link click,266.6315107273095,215.37900041269745,32.02860566342481,0,3,Yes,Yes
Own,Desktop,Returning,1956,0.6184616414126158,Single Family,Frame,305643.9631565385,2042.7367464274198,link click,58.71963952561001,97.07295438837396,330.96726854956484,3,4,Yes,Yes
Rent,Desktop,New,1962,0.351636956839684,Single Family,Brick,233182.73078167817,1570.6443700582952,link click,31.86789047006831,132.50974301780028,129.84864867082487,0,2,No,No
Own,Desktop,New,1988,0.6586686559033565,Apartment,Frame,343859.0872528207,2048.494662992184,link click,175.04489383169872,54.14861282987903,142.50513474108672,0,1,Yes,Yes
Own,Mobile,New,1995,0.3530459796626283,Apartment,Mixed,283816.3800610869,1671.69115982915,link click,98.328832529869,222.54631442566003,338.8873981795656,2,2,No,No
Own,Mobile,Returning,1946,0.4513544319914359,Condo,Frame,209194.58230567703,1428.5139822798292,link click,186.75506528038886,162.66822062885868,207.56753302150662,0,2,Yes,No
Own,Mobile,Returning,1959,0.447105684939747,Single Family,Frame,363162.5492894752,1856.9368783060693,link click,242.11462280305875,283.3765582093374,306.87203486416615,0,0,No,No
Own,Desktop,Returning,1991,0.2885900159288529,Condo,Frame,300300.2006431489,2526.4272553554824,link click,32.65198476097646,374.7843200302585,1227.432750304992,0,5,Yes,Yes
Own,Desktop,New,2014,0.38804504481250224,Single Family,Masonry,258915.89315228126,2214.8772291696296,link click,234.40314329052478,532.391209471425,392.5976294282325,1,0,Yes,No
Own,Mobile,Returning,2017,0.9194257142754412,Apartment,Brick,370853.93374891655,2724.258894568031,link click,367.3215754832898,173.86211898673469,106.98496203406806,3,0,Yes,No
Other,Mobile,Returning,2021,0.5165569113969225,Condo,Masonry,264745.6321641691,1912.8438405908323,link click,44.34540424463125,156.91844157921156,206.3317675460325,0,1,Yes,No
Own,Mobile,New,1960,0.4057860135042268,Single Family,Brick,441993.7192823054,3070.2734525617407,link click,75.8842917921303,119.09464910395722,219.3943151922331,3,6,Yes,No
Rent,Desktop,New,1951,0.5159838236763984,Single Family,Frame,267728.96588338754,1408.6844051936312,link click,126.08834528564692,64.13760350663603,85.59911336229965,0,4,No,No
Own,Mobile,Returning,1962,0.44279737935014984,Apartment,Masonry,409460.170080279,2708.545879352988,link click,77.44588541937634,134.49590978620097,1784.5993901766024,2,2,No,Yes
Rent,Desktop,Returning,2009,0.29409449124858267,Apartment,Frame,361180.4425619661,3001.693583750992,link click,41.86162639708686,41.73781149231171,955.2735292069984,0,1,No,No
Own,Mobile,Returning,2015,0.46467077756415426,Townhome,Frame,386578.5615151359,3450.450180331477,link click,222.42437260230744,178.25488268306816,161.57437295441804,1,1,Yes,Yes
Own,Mobile,New,2013,0.39448821384487487,Single Family,Masonry,393180.85176748177,2478.301602684884,link click,29.83016057640369,217.72830054222615,191.3675347442296,1,1,Yes,No
Own,Mobile,New,1948,0.6519341707826835,Single Family,Frame,366255.74250965513,2409.218615781719,link click,110.75571783714213,62.81109387640813,76.1655658303681,1,2,Yes,No
Rent,Mobile,Returning,1965,0.49221407327387173,Single Family,Mixed,347790.6835294415,2269.7511575583626,link click,128.3683146541303,83.26302110316027,506.0829774397215,0,4,Yes,No
Own,Mobile,New,1951,0.7102084517734315,Townhome,Brick,329265.3461901891,2588.1870887841806,link click,118.15024481478994,151.4380587090103,108.30982690553874,0,7,Yes,No
Other,Desktop,Returning,2000,0.5740847523048175,Single Family,Frame,268003.8263759677,2261.52880331185,link click,68.5572859937104,79.31613803331223,415.12151193679324,1,0,Yes,Yes
Own,Desktop,Returning,2014,0.4941902128411154,Single Family,Frame,316231.53447441343,1897.213989107123,link click,154.68596754647487,84.92765634150388,52.7297333429641,5,4,No,Yes
Rent,Mobile,New,1947,1.0376587713731793,Single Family,Brick,451458.8808522385,3022.8626701455732,link click,116.21587670073235,204.34570796530778,195.9773735852549,5,0,Yes,Yes
Own,Desktop,Returning,1994,0.4829959881400268,Single Family,Frame,456734.4640351667,3128.9976137704616,link click,185.58479522425478,111.57335046167118,573.8622469869317,2,6,Yes,No
Own,Mobile,New,1950,0.41211604095443855,Single Family,Frame,448214.0367307197,2745.060641641367,link click,241.86038922975675,825.6345755907921,340.8652866361121,1,3,Yes,No
Own,Desktop,Returning,1946,0.6474123940753285,Townhome,Brick,324702.44034453883,2132.9710296956587,link click,117.93646857664164,47.683071778208344,211.08629671390509,2,3,Yes,No
Own,Mobile,Returning,1988,0.39258232181345065,Condo,Frame,290060.6071210749,1545.7386168650673,link click,27.950060212853646,267.0417691611885,529.6242744509124,3,3,Yes,Yes
Own,Mobile,New,1996,0.35228807275904067,Townhome,Masonry,369931.91122702527,2559.9598066883805,link click,95.46577517292951,261.368531975468,146.26862479697073,0,0,Yes,Yes
Own,Mobile,New,2015,0.6973176034250441,Single Family,Frame,367161.11748466897,2354.4895996353043,link click,1009.7841805033288,73.5349005735163,131.03635614155417,0,1,Yes,No
Rent,Mobile,New,2011,0.6519833482612584,Apartment,Frame,300882.1968571774,1956.0573562087768,link click,196.85225939631533,113.20720755711349,134.0513290065508,1,1,Yes,No
Own,Desktop,Returning,2013,0.5191041769815885,Apartment,Frame,252572.10061540332,1705.514966357849,link click,33.57405684569729,32.834555341739936,61.5230353101195,3,0,No,No
Own,Mobile,Returning,1967,0.9799173968119506,Single Family,Brick,343504.88369828096,2603.7603757973206,link click,480.9141759790007,266.90761064037855,352.9143367238218,1,5,Yes,No
Own,Mobile,New,1982,0.4140059280995802,Condo,Frame,412060.3292035832,2314.6245844578557,link click,95.02748327379368,362.65496201304194,355.41216791248587,1,3,Yes,Yes
Own,Mobile,New,1969,0.34562043153996846,Condo,Frame,211236.50116542925,1522.1718700740248,link click,159.7521065058641,35.93322134812699,47.480982852106315,4,2,No,No
Own,Mobile,Returning,2017,0.40229990354164036,Single Family,Brick,413309.7925058423,2419.482218918056,link click,210.1352326184212,166.14920356047782,284.86944757112997,3,7,Yes,Yes
Own,Mobile,New,2014,0.3954047137066439,Apartment,Mixed,295141.5641498106,1994.437645115812,link click,18.480564676117524,95.06653260670052,377.3553906349755,1,3,Yes,No
Own,Desktop,New,1987,0.5602029520141556,Apartment,Frame,305788.01467447693,2419.755331636341,link click,33.30918992227065,127.79823125643485,273.7971662080516,0,0,No,No
Own,Desktop,New,2019,0.46482369619510955,Condo,Frame,216110.02026139724,1450.0656269935942,link click,56.724349684262386,369.28136961385337,173.77357771359578,0,0,No,No
Own,Desktop,New,1995,0.5172070637188639,Condo,Mixed,381064.5313890642,2996.432611167703,link click,115.70259001000014,182.06592051813047,212.71223507147363,0,2,Yes,Yes
Rent,Mobile,Returning,2006,0.7065745993948326,Single Family,Frame,407117.42691706016,2441.4538664657944,link click,468.83444465112797,196.03761257444322,50.02748993508756,0,3,Yes,Yes
Own,Desktop,Returning,1972,0.1231786936719581,Single Family,Mixed,227988.44314655333,2222.5650511368135,link click,269.4828442480821,262.5368645175456,238.34196287975342,1,2,No,No
Own,Mobile,Returning,1948,0.6316382723163219,Apartment,Mixed,268239.49826136243,1627.8746200148307,link click,35.911724785684434,180.5182283385125,736.256809288229,0,1,No,Yes
Rent,Mobile,New,2016,0.45191372556807063,Single Family,Brick,329832.3991814865,2637.775874634979,link click,110.61816610604137,37.390405428838065,325.3451041333363,1,0,No,No
Own,Mobile,Returning,1995,0.308873660079914,Apartment,Brick,418598.52757471177,2899.731494821197,link click,60.53705983671697,426.1396164959415,332.3413541492823,4,6,No,Yes
Other,Desktop,Returning,1989,0.5920438482579908,Condo,Brick,319981.75607545726,2079.440658443835,link click,138.03451165402268,72.14032727754244,252.12095682017284,0,6,Yes,No
Own,Mobile,Returning,1976,0.5554829168608921,Condo,Brick,333050.54294972064,1873.8024574704502,link click,64.7179372300616,206.42588749923115,95.31832706784772,0,1,No,No
Own,Desktop,New,2006,0.5908023434976959,Townhome,Frame,143559.1944319954,1561.0158695622363,link click,262.4386166775102,165.92792956264182,23.442272367304998,1,4,No,No
Rent,Desktop,New,2016,0.5335827584731769,Townhome,Brick,206030.25310993387,1647.8002070496245,link click,47.85781899487457,523.8636476759741,64.6169579993318,1,0,No,Yes
Rent,Mobile,New,2003,0.36847176681133154,Apartment,Frame,359936.2763926817,2488.8110195562845,link click,161.7872852684572,120.80816146370462,125.98559569810841,2,5,No,Yes
Rent,Mobile,Returning,2003,0.7198798935068194,Condo,Masonry,372837.7102475443,2868.7299031637854,link click,89.58396123661552,78.62447695989914,260.42706198932484,4,0,Yes,No
Own,Mobile,Returning,1994,0.41342634376621334,Single Family,Masonry,283658.4620606498,2475.293948582217,link click,229.13563766227804,312.2228937454464,1150.2800288563421,2,4,No,No
Own,Desktop,New,2000,0.668548365802121,Single Family,Brick,234567.0132676895,1035.662416429133,link click,166.51288813254317,61.89636672426685,180.68417409985844,3,2,No,Yes
Own,Mobile,Returning,1968,0.2704135743309715,Condo,Frame,361902.3417848845,2206.573232450571,link click,199.18071477987272,135.104345627629,292.1576392651742,1,4,No,Yes
Rent,Mobile,Returning,1989,0.4195339013708327,Condo,Frame,382972.8474899259,2150.5522531037354,link click,60.92882519556574,233.4087431504696,323.25249248823,5,3,Yes,Yes
Own,Mobile,Returning,1998,0.7674291772033949,Single Family,Masonry,384812.4284331065,2538.2993932416093,link click,501.6083076161981,33.46755237063726,115.20521040411859,1,1,Yes,No
Rent,Desktop,Returning,1966,0.5561193356242456,Condo,Frame,443532.1337492705,3198.2386653425656,link click,202.18715240717566,588.9164123224058,220.27078658793573,2,4,Yes,Yes
Rent,Mobile,Returning,1981,0.4257301029847421,Apartment,Masonry,145657.9907174019,828.228862636739,link click,115.24997298717639,66.28840002803774,133.61502277506366,0,0,No,No
Rent,Mobile,Returning,1999,0.5145128995410627,Single Family,Masonry,245736.86384759366,1978.653016017214,link click,163.69124301069812,45.20340741862029,133.5182329458169,0,3,No,No
Own,Desktop,Returning,1967,0.40511991023728267,Townhome,Masonry,335258.4579743054,2206.3495513568437,link click,104.09812789131053,45.50752413325906,895.0655197986091,0,2,Yes,Yes
Rent,Mobile,New,2004,0.5191269184845991,Single Family,Mixed,306527.64017255744,2426.3350894861196,link click,50.67961392321329,157.70080637073167,361.12856417718154,0,1,No,No
Rent,Desktop,New,2019,0.5657640979886228,Townhome,Mixed,244385.0468484893,1717.112402796909,link click,41.12541512717957,30.800111000685245,154.88316665435133,1,2,No,No
Own,Desktop,Returning,2002,0.402608844580222,Single Family,Frame,323273.13739171356,2017.3360316075705,link click,370.38857610675416,781.3496932042618,43.712292829263575,1,1,Yes,No
Rent,Desktop,Returning,1998,0.31352138282899805,Apartment,Frame,317661.54301471956,1988.5952402523303,link click,25.590827203605663,150.40772948656172,364.17122441692356,0,3,Yes,No
Rent,Mobile,New,2010,0.24778417202293163,Condo,Brick,272483.0176677809,2051.8672831415465,link click,49.818666474128584,32.68218138901613,56.06855646807389,0,4,No,Yes
Own,Desktop,Returning,2007,0.19863344005821193,Single Family,Mixed,210458.67926482743,1535.5620542106512,link click,110.38158280655216,79.0594195971641,377.86492138439974,2,4,Yes,Yes
Rent,Desktop,Returning,2015,0.49188627258549034,Single Family,Frame,307711.77244618227,2477.4741940574827,link click,60.96922896277302,314.64876853974516,263.43109553584276,2,2,Yes,No
Rent,Mobile,New,2008,0.7421323961480132,Apartment,Brick,372437.5053801518,2886.5816375743043,link click,753.6544951628432,287.88159407409535,187.37750405212392,1,5,Yes,No
Rent,Mobile,Returning,2018,0.492354727159968,Condo,Frame,511272.10159552225,3670.189135100722,link click,158.1702574380272,311.60651113143734,824.8426041602833,1,8,Yes,Yes
Rent,Mobile,New,1975,0.3531478187273095,Single Family,Masonry,216693.43416842565,1391.3112307704134,link click,12.246126197229259,25.682889982694018,100.55276419910837,1,0,No,No
Own,Mobile,New,2009,0.5157198640156964,Single Family,Brick,373788.0369069518,2643.56909559788,link click,187.01475771569662,272.7067813480864,184.45142234759277,0,1,No,No
Rent,Desktop,Returning,2018,0.5673317131406873,Apartment,Frame,384960.61161585315,3015.451044071103,link click,54.854933419718364,71.31135647795566,272.7656957871967,2,5,Yes,No
Rent,Desktop,New,1971,0.7830286960524695,Single Family,Masonry,357106.6070811712,2077.163132240142,link click,87.68501949151822,120.05205769777488,48.17757862262191,0,0,Yes,No
Rent,Mobile,Returning,2010,0.4817916585407317,Apartment,Brick,244956.89793631493,1545.288754202083,link click,153.4704788624323,859.7210461477517,62.11078609277304,1,2,Yes,No
Own,Desktop,New,1998,0.43179002716002696,Townhome,Masonry,382213.7459453053,3092.5710558544765,link click,268.66427889233546,160.45329854052034,248.36353763518161,5,8,Yes,Yes
Rent,Mobile,New,2013,0.332161154497054,Apartment,Brick,286730.24609208753,1742.5723988614902,link click,20.865212770317648,61.62615670615672,69.73378513033764,1,2,No,No
Rent,Desktop,New,1961,0.5159940604094565,Single Family,Brick,355187.06737802515,2927.804278489437,link click,228.94268031183978,42.98401981223749,1022.2768266225748,0,4,Yes,Yes
Own,Mobile,New,1975,0.45283628551992566,Townhome,Frame,599906.3971509023,3881.99555308598,link click,649.7286000413449,244.1623439697417,173.62996491224888,3,5,Yes,Yes
Own,Mobile,New,1993,0.5391402333243002,Condo,Brick,331699.8132210738,2185.2932295700884,link click,199.42229287691103,112.35533152720718,125.91676297340481,3,2,Yes,No
Rent,Desktop,New,2020,0.2671345042762689,Single Family,Mixed,360112.42114223493,2573.7756648366553,link click,371.2134702767604,167.0897369751084,171.27919252320376,0,2,No,No
Own,Desktop,Returning,1971,0.4308254588333129,Single Family,Mixed,434706.79205494496,3539.2055949539053,link click,249.4981036995061,166.5392282554661,174.53659739844673,3,4,Yes,Yes
Own,Desktop,Returning,1960,0.5549272827103902,Townhome,Brick,200341.82196248745,1177.4071685576741,link click,91.15629342102743,76.1032460105397,11.913321807391762,0,3,Yes,No
Rent,Mobile,New,1998,0.530919585338211,Single Family,Mixed,344190.96637489035,1886.5893449925438,link click,97.89668558771668,57.73678340652803,137.937022060188,1,2,No,No
Own,Desktop,New,2008,0.5442224397004827,Condo,Brick,107510.6276376524,1118.4752112583114,link click,56.431983360038544,288.6044023108723,78.56986179440725,2,2,No,No
Rent,Mobile,Returning,1997,0.5231484775858196,Single Family,Brick,294163.55790259194,2010.1155127596621,link click,150.79855075898087,214.10993407399118,216.46272523569138,3,5,No,Yes
Other,Mobile,Returning,2015,0.25536164831323416,Townhome,Masonry,276557.6018897418,2074.198411962461,link click,231.42873460099406,116.99515233696484,92.82238907274473,2,2,Yes,No
Rent,Desktop,Returning,2011,0.9492626045502726,Single Family,Masonry,328090.08090057125,2180.6455433406086,link click,67.40541159522967,405.95378861350304,510.5323137317377,1,8,No,Yes
Own,Mobile,Returning,1985,0.72539594672299,Single Family,Mixed,498487.59449940256,3419.282616612473,link click,399.54487745939866,435.3926810638043,1178.2645807655672,7,7,Yes,Yes
Own,Mobile,Returning,2008,0.3862618262104417,Condo,Frame,213306.77013641974,1322.619206819739,link click,80.28482101642959,15.935884682265586,79.32250009577942,2,2,Yes,Yes
Rent,Mobile,Returning,2001,0.40525292454681333,Single Family,Frame,173264.05566421608,1673.4719967740589,link click,79.55845246420944,59.14568415465582,303.33290553546726,1,1,No,Yes
Own,Mobile,New,2005,0.6911089259574371,Single Family,Frame,260765.58406710028,1640.8154999686058,link click,178.79709184864632,127.71800284011053,208.67136573686852,1,2,No,No
Rent,Mobile,New,2022,0.7953913247137488,Apartment,Frame,305081.1765252599,2468.7765551044827,link click,49.18168883509752,65.71234263481253,467.11708303154296,0,1,No,No
Own,Desktop,New,1964,0.7095164435286206,Single Family,Masonry,268125.23810739553,1337.1242894289742,link click,556.98039348897,36.36662787525343,40.657804859092145,2,2,No,No
Rent,Mobile,Returning,2008,0.8264805165384734,Single Family,Frame,470488.92433687625,3850.3116424813434,link click,160.51526099325815,418.42397835676474,168.49454009167346,2,3,Yes,No
Own,Mobile,Returning,2019,0.5165342081529655,Apartment,Mixed,397914.5838331747,2576.100815191574,link click,168.81942753012805,186.72971750469014,125.35493197041893,1,1,Yes,No
